时间,昵称,内容,类型
9/4/2026 0:14,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,"我看你侵占未成年的钱挺心安理得的
引用：NH2S: 我也是这样的想法",引用消息
9/4/2026 0:14,Denshen,谁让你买单了,文本
9/4/2026 0:14,哈货,你买单啥了,文本
9/4/2026 0:14,chaesoo,谁让你买单了,文本
9/4/2026 0:14,chaesoo,让你花一分钱了？,文本
9/4/2026 0:14,chaesoo,你转回来1000刀,文本
9/4/2026 0:14,NH2S,你法律途径不走,文本
9/4/2026 0:14,chaesoo,我们也算平账,文本
9/4/2026 0:14,NH2S,私下处理不肯花钱,文本
9/4/2026 0:14,chaesoo,我花你一分了？,文本
9/4/2026 0:14,Denshen,今天你跟原则喝茶还是原则请的吧,文本
9/4/2026 0:15,NH2S,你是minors 我不敢见你,文本
9/4/2026 0:15,chaesoo,"我都说了 找银行柜台
引用：NH2S: 私下处理不肯花钱",引用消息
9/4/2026 0:15,chaesoo,找中间人 是你的额外诉求,文本
9/4/2026 0:15,哈货,"要是成年人呢
引用：NH2S: 你是minors 我不敢见你",引用消息
9/4/2026 0:15,chaesoo,既然是你的个人额外诉求 当然是你出钱,文本
9/4/2026 0:15,NH2S,"原则替我还了
引用：Dishen 单板教练 雪板打蜡: 今天你跟原则喝茶还是原则请的吧",引用消息
9/4/2026 0:15,NH2S,我不再过问了,文本
9/4/2026 0:15,chaesoo,还你大爷了？,文本
9/4/2026 0:15,Yutong,还是那一套,文本
9/4/2026 0:15,chaesoo,这笔钱有风险我为什么要收,文本
9/4/2026 0:15,chaesoo,只要我没收到 你还是欠我,文本
9/4/2026 0:16,Yutong,老母猪带胸罩，一套又一套啊,文本
9/4/2026 0:16,A New Hope,"谁能证明？我证明没替你还
引用：NH2S: 原则替我还了",引用消息
9/4/2026 0:18,chaesoo,我早就说过了我只接受你转回或者银行recall,文本
9/4/2026 0:18,chaesoo,可不是我临时起意不接受所谓的还款,文本
9/4/2026 0:18,chaesoo,哪像你一样一开始说要转又他妈作妖,文本
9/4/2026 0:18,chaesoo,不要把我和你相提并论了,文本
9/4/2026 0:18,狄迪卫Rex,没想到她赖钱的方式如此直接。。。。我甚至觉得会是她小号出来混淆视听,文本
9/4/2026 0:18,FBI！OPEN UP,为啥要用prepaid visa啊[捂脸]。 为银行帐号吗,文本
9/4/2026 0:19,chaesoo,来源不明的prepaid card的服气你替我接了吧,文本
9/4/2026 0:19,chaesoo,你不是穷疯了吗,文本
9/4/2026 0:19,狄迪卫Rex,她就等你这句话呢,文本
9/4/2026 0:19,chaesoo,去找你的原则哥要啊,文本
9/4/2026 0:19,原则+文明,【图片】,图片
9/4/2026 0:19,狄迪卫Rex,我猜她下一句就是自己说不要的哦,文本
9/4/2026 0:19,原则+文明,这个是该礼品卡的recipe,文本
9/4/2026 0:19,原则+文明,右上角有联系方式,文本
9/4/2026 0:19,原则+文明,大家都会用手机吧？,文本
9/4/2026 0:20,原则+文明,我认识snaplii老板,文本
9/4/2026 0:20,原则+文明,给他做个广告,文本
9/4/2026 0:20,原则+文明,要邀请卡找我,文本
9/4/2026 0:21,,"""原则+文明"" 撤回了一条消息",系统消息
9/4/2026 0:21,原则+文明,该invoice的正当性可供所有人查询,文本
9/4/2026 0:21,原则+文明,Apple store和Google play都可以下载,文本
9/4/2026 0:21,原则+文明,"通过下方链接注册，即可领取新用户优惠券。Amazon、Apple 等 500+ 品牌礼品卡均可购买，并享受额外返现优惠。
https://l.snaplii.com/bzTnb?referCode=GUM09L",文本
9/4/2026 0:22,原则+文明,"【分享链接】
标题：新用户专享优惠券
描述：通过链接注册即可领取，Amazon、Apple 等 500+ 品牌礼品卡任选，还享额外返现。
链接: https://l.snaplii.com/bzTnb?referCode=GUM09L
应用：
",分享链接
9/4/2026 0:22,原则+文明,请认可我的人，通过我的邀请码下载软件。,文本
9/4/2026 0:22,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,不太认可,文本
9/4/2026 0:22,NH2S,我赌5毛 没人认可原则哥,文本
9/4/2026 0:23,狄迪卫Rex,原路退回是怕露馅吗。[皱眉],文本
9/4/2026 0:23,NH2S,欢迎打脸,文本
9/4/2026 0:23,原则+文明,【图片】,图片
9/4/2026 0:23,狄迪卫Rex,这么低级的双簧可没人信,文本
9/4/2026 0:23,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,没事儿，nh2s认可你,文本
9/4/2026 0:23,哈货,"你赌一千我就打脸你
引用：NH2S: 我赌5毛 没人认可原则哥",引用消息
9/4/2026 0:23,原则+文明,我为了让@chaesoo 方便，特意用了更贵的汇率,文本
9/4/2026 0:23,wang zilu (Ann),这咋还带上货了呢,文本
9/4/2026 0:23,原则+文明,但很不凑巧，问题不大。,文本
9/4/2026 0:23,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,笑死,文本
9/4/2026 0:24,Yutong,这明显是黑钱买的卡,文本
9/4/2026 0:24,原则+文明,请大家用我的邀请码下载软件,文本
9/4/2026 0:24,原则+文明,给我一点点，可怜的refer reward,文本
9/4/2026 0:24,狄迪卫Rex,许个愿。。希望明天一觉醒来我的小红书能爆,文本
9/4/2026 0:24,chaesoo,我谢谢你的好意 但是既然近在咫尺姐说你专业 你不可能不知道债务人未经我同意是不能改变支付媒介的吧？,文本
9/4/2026 0:24,原则+文明,拜托拜托,文本
9/4/2026 0:24,wang zilu (Ann),果然。流量的最后都是带货,文本
9/4/2026 0:24,wang zilu (Ann),[呲牙][呲牙],文本
9/4/2026 0:24,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,黑红也是红,文本
9/4/2026 0:25,chaesoo,你欠别人钱还人家一笔steam充值卡？,文本
9/4/2026 0:25,原则+文明,公司合法正当，就可以,文本
9/4/2026 0:25,chaesoo,你欠我220块钱送我一个文明6？,文本
9/4/2026 0:25,wang zilu (Ann),渥太华凤姐,文本
9/4/2026 0:25,chaesoo,是这个道理？,文本
9/4/2026 0:25,原则+文明,只需要用手机apple pay，在pos机上tap就行,文本
9/4/2026 0:25,。,我操，最后来了个打广告的。。。,文本
9/4/2026 0:25,原则+文明,我的诺言，在各种阻力下，我做到了,文本
9/4/2026 0:25,chaesoo,"我没有问你怎么使用 谁不会applepay
引用：原则+文明+人品: 只需要用手机apple pay，在pos机上tap就行",引用消息
9/4/2026 0:26,原则+文明,大家的反应大家都看在眼里,文本
9/4/2026 0:26,原则+文明,也没啥好多说的,文本
9/4/2026 0:26,NH2S,你真是minors的话 应该告不了我吧,文本
9/4/2026 0:26,原则+文明,【图片】,图片
9/4/2026 0:26,原则+文明,一人20，众筹我的1000加元。 ,文本
9/4/2026 0:27,原则+文明,帮我砍一刀谢谢，绝对不像拼多多那么麻烦[合十],文本
9/4/2026 0:27,原则+文明,【图片】,图片
9/4/2026 0:27,chaesoo,"大舒一口气了是不是？
引用：NH2S: 你真是minors的话 应该告不了我吧",引用消息
9/4/2026 0:28,chaesoo,但不好意思 我20了,文本
9/4/2026 0:28,FBI！OPEN UP,要不走法律程序吧,文本
9/4/2026 0:28,chaesoo,骗骗你还真信了,文本
9/4/2026 0:28,chaesoo,蠢成啥样了,文本
9/4/2026 0:28,NH2S,人和人的信任真的很难,文本
9/4/2026 0:28,Yutong,她蠢这件事是真的,文本
9/4/2026 0:28,chaesoo,"走
引用：FBI！OPEN_UP: 要不走法律程序吧",引用消息
9/4/2026 0:28,chaesoo,"诶呀妈呀！
引用：NH2S: 人和人的信任真的很难",引用消息
9/4/2026 0:28,Yutong,"我支持你！
引用：chaesoo: 走",引用消息
9/4/2026 0:28,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,我真的是好奇，你生活中都不接触任何人吗，老脸都不要了？,文本
9/4/2026 0:29,原则+文明,【图片】,图片
9/4/2026 0:29,NH2S,"是真的
引用：Yutong: 她蠢这件事是真的",引用消息
9/4/2026 0:29,FBI！OPEN UP,真的，自己看看咋走流程也不是不好,文本
9/4/2026 0:29,原则+文明,基本涵盖大部分场景了,文本
9/4/2026 0:29,哈货,"现实识别不出
引用：🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨: 我真的是好奇，你生活中都不接触任何人吗，老脸都不要了？",引用消息
9/4/2026 0:29,原则+文明,Apple pay， tap就行,文本
9/4/2026 0:29,NH2S,原则哥道心破碎了,文本
9/4/2026 0:29,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,广告 退退退,文本
9/4/2026 0:29,Yutong,微信影响力有限，因为生态比较封闭,文本
9/4/2026 0:29,Yutong,希望各位广而告之,文本
9/4/2026 0:29,chaesoo,"公司正当只能代表这张卡是个正规商品，但不代表你可以强迫我用商品来抵债
引用：原则+文明+人品: 公司合法正当，就可以",引用消息
9/4/2026 0:30,原则+文明,希望各位广而告之,文本
9/4/2026 0:30,原则+文明,@chaesoo 是的,文本
9/4/2026 0:30,原则+文明,你们可以继续通过小额法院解决问题,文本
9/4/2026 0:30,原则+文明,这是你的权利，我一直都是支持你。,文本
9/4/2026 0:30,chaesoo,【图片】,图片
9/4/2026 0:30,chaesoo,"我早就说过了
引用：chaesoo: 【图片】",引用消息
9/4/2026 0:31,chaesoo,"很好
引用：原则+文明+人品: 你们可以继续通过小额法院解决问题",引用消息
9/4/2026 0:31,NH2S,我难道变了吗,文本
9/4/2026 0:31,NH2S,请你走法律途径,文本
9/4/2026 0:31,FBI！OPEN UP,没必要了,文本
9/4/2026 0:31,chaesoo,"前几天你还说请走银行途径
引用：NH2S: 请你走法律途径",引用消息
9/4/2026 0:31,NH2S,给你 你也不敢要啊,文本
9/4/2026 0:31,delorenzo,"这就是大型正规金融机构？
引用：原则+文明+人品: 我认识snaplii老板",引用消息
9/4/2026 0:31,NH2S,你走了啊,文本
9/4/2026 0:31,NH2S,欢迎你走,文本
9/4/2026 0:32,NH2S,你可以从我这拿3000刀,文本
9/4/2026 0:32,NH2S,你敢拿吗,文本
9/4/2026 0:32,NH2S,你拿得到吗,文本
9/4/2026 0:32,delorenzo,真的大型正规正规机构老板都是能跟总理啥说的上话的,文本
9/4/2026 0:32,NH2S,给你了你也不敢拿对吧,文本
9/4/2026 0:32,chaesoo,不是我的钱,文本
9/4/2026 0:32,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,人家连自己的1000刀都被你侵占了,文本
9/4/2026 0:32,chaesoo,我当然不会拿,文本
9/4/2026 0:32,原则+文明,【图片】,图片
9/4/2026 0:33,chaesoo,难道像你一样不要脸吗,文本
9/4/2026 0:33,chaesoo,那我确实做不到,文本
9/4/2026 0:33,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,人家不是自己的钱不要，不像有些人谁的钱什么钱都敢收,文本
9/4/2026 0:33,chaesoo,我没有理由收他的prepaid,文本
9/4/2026 0:33,chaesoo,这是你和我的事,文本
9/4/2026 0:33,原则+文明,我是支付宝钻石会员，这可以辅助证明，我的钱的正当性。,文本
9/4/2026 0:33,chaesoo,他如果能转你 你再转给我 那才是我能拿的钱,文本
9/4/2026 0:33,FBI！OPEN UP,没必要了，一开始没给钱就没得啥说了,文本
9/4/2026 0:34,原则+文明,这都是用snaplii消费，快速拿到的,文本
9/4/2026 0:34,chaesoo,我无权过问你来钱的渠道,文本
9/4/2026 0:34,原则+文明,一个月+1000分呢,文本
9/4/2026 0:34,原则+文明,懂得都看懂了,文本
9/4/2026 0:34,🍁️Ꮛ͚͡珈珈萤࿐✾ೄ೨,别支付宝了，越说越刑,文本
9/4/2026 0:35,羽毛,所以大哥是来打广告的…？,文本
9/4/2026 0:35,FBI！OPEN UP,你不让他们真掉点东西说啥他们都觉得有理,文本
9/4/2026 0:35,NH2S,暴民是这样的哦,文本
9/4/2026 0:35,Yutong,这孙子还做盗刷，是不是可以调查一下[旺柴],文本
9/4/2026 0:36,NH2S,原则哥哭晕在厕所,文本
9/4/2026 0:36,原则+文明,哈哈哈,文本
9/4/2026 0:36,原则+文明,没事,文本
9/4/2026 0:43,🌙,难绷,文本
9/4/2026 0:44,🌙,没想到后续竟然是带货,文本
9/4/2026 0:44,.,【图片】,图片
9/4/2026 0:44,.,【图片】,图片
9/4/2026 0:44,.,头像咋这么眼熟呢,文本
9/4/2026 0:45,Yutong,🤣,文本
9/4/2026 0:46,Yutong,自编自导自演,文本
9/4/2026 0:46,🌙,果然宇宙的尽头都是带货么,文本
9/4/2026 0:46,🌙,还+洗钱,文本
9/4/2026 0:46,原则+文明,【图片】,图片
9/4/2026 0:46,Yutong,小丑闹剧,文本
9/4/2026 0:46,原则+文明,大家看吧,文本
9/4/2026 0:46,狄迪卫Rex,[脸红][脸红][脸红][脸红],文本
9/4/2026 0:47,狄迪卫Rex,太逆天了,文本
9/4/2026 0:47,原则+文明,人性,文本
9/4/2026 0:47,🌙,你是不是忘记切号了,文本
9/4/2026 0:47,NH2S,【图片】,图片
9/4/2026 0:47,FBI！OPEN UP,【表情包】 ,表情包
9/4/2026 0:47,原则+文明,我早查过她支付宝了,文本
9/4/2026 0:47,原则+文明,就她，还不配是钻石,文本
9/4/2026 0:47,原则+文明,别侮辱钻石,文本
9/4/2026 0:47,NH2S,您说得对,文本
9/4/2026 0:48,NH2S,😂,文本
9/4/2026 0:49,Yutong,你前边的那两个截图反了,文本
9/4/2026 0:50,,"""原则+文明+人品"" 撤回了一条消息",系统消息
9/4/2026 0:50,原则+文明,【图片】,图片
9/4/2026 0:51,Yutong,操作不过来了？,文本
9/4/2026 0:51,Yutong,大脑过载了,文本
9/4/2026 0:52,原则+文明,【图片】,图片
9/4/2026 0:52,原则+文明,花1000🔪让大家看看渥太华的华人圈,文本
9/4/2026 0:52,原则+文明,问题不大的,文本
9/4/2026 0:52,原则+文明,总要有先驱,文本
9/4/2026 0:52,原则+文明,剩下的交给时间,文本
9/4/2026 0:53,Yutong,“错的不是你，是世界”是吧[旺柴],文本
9/4/2026 0:54,原则+文明,我希望这个世界上能有更多像我一样的人出现，我愿意分享财富给到有需要的人。,文本
9/4/2026 0:55,原则+文明,【表情包】 ,表情包
9/4/2026 0:55,原则+文明,这是我的价值观,文本
9/4/2026 0:55,鸡蛋烙馍,如果真的没问题 何须在这儿苦苦自证支付宝信息呢，身正不怕影子斜不是么？ 别演了 本身就是个女无赖，还要再演个男无赖。 傻逼就是傻逼～演的再像也是傻逼～ 都说了 留1000刀给双亲好好修修fen头。真怕这1000有命拿 没命花,文本
9/4/2026 0:55,Yutong,花了也是给她买棺材,文本
9/4/2026 0:56,delorenzo,睡吧，明天继续，我们都下飞机了,文本
9/4/2026 0:56,原则+文明,【表情包】 ,表情包
9/4/2026 0:56,Denshen,@原则+文明+人品 发个红包给瓜友们抢,文本
9/4/2026 0:57,原则+文明,夸我,文本
9/4/2026 0:58,,"""FBI！OPEN UP"" 撤回了一条消息",系统消息
9/4/2026 0:58,FBI！OPEN UP,你这也不法治啊,文本
9/4/2026 0:58,原则+文明,法治留给当事人,文本
9/4/2026 0:59,NH2S,[爱心][爱心],文本
9/4/2026 1:00,原则+文明,"我担心瓜友们会担心我的钱会有麻烦，出于尊重，这得足够多的瓜友同意，尽量公平公正。
引用：Dishen 单板教练 雪板打蜡: @原则+文明+人品 发个红包给瓜友们抢",引用消息
9/4/2026 1:00,FBI！OPEN UP,那你给这拿prepaid糊弄啥,文本
9/4/2026 1:00,原则+文明,Good idea!,文本
9/4/2026 1:00,原则+文明,你有本事,文本
9/4/2026 1:00,原则+文明,"你也和我一样，糊弄一下。
引用：FBI！OPEN_UP: 那你给这拿prepaid糊弄啥",引用消息
9/4/2026 1:01,FBI！OPEN UP,你在说啥,文本
9/4/2026 1:01,原则+文明,我能力也就这样了,文本
9/4/2026 1:01,FBI！OPEN UP,没能力,文本
9/4/2026 1:01,FBI！OPEN UP,拿东西糊弄,文本
9/4/2026 1:01,NH2S,"+1
引用：原则+文明+人品: 我担心瓜友们会担心我的钱会有麻烦，出于尊重，这得足够多的瓜友同意，尽量公平公正。",引用消息
9/4/2026 1:01,FBI！OPEN UP,你有啥能力,文本
9/4/2026 1:02,FBI！OPEN UP,不拿自己银行弄,文本
9/4/2026 1:02,FBI！OPEN UP,搞这个,文本
9/4/2026 1:02,群消息,-1,未知类型
9/4/2026 1:02,,"""FBI！OPEN UP"" 撤回了一条消息",系统消息
9/4/2026 1:02,NH2S,"来
引用：FBI！OPEN_UP: 不拿自己银行弄",引用消息
9/4/2026 1:02,FBI！OPEN UP,你是没银行卡吗,文本
9/4/2026 1:02,,"""刘高阳350500196702121515"" 撤回了一条消息",系统消息
9/4/2026 1:03,FBI！OPEN UP,我要来啥,文本
9/4/2026 1:04,FBI！OPEN UP,没脸见人就别往上贴,文本
9/4/2026 1:04,Yutong,@刘高阳350500196702121515 你怎么成她爹了,文本
9/4/2026 1:04,wAn思晨☀️,是因为小号没有验证不能发红包吗,文本
9/4/2026 1:05,原则+文明,【图片】,图片
9/4/2026 1:05,FBI！OPEN UP,哟,文本
9/4/2026 1:05,原则+文明,@NH2S 建议找时间拨打非紧急热线,文本
9/4/2026 1:05,FBI！OPEN UP,然后呢,文本
9/4/2026 1:05,原则+文明,申请peace bond,文本
9/4/2026 1:05,Yutong,"那必须的
引用：wAn思晨☀️: 是因为小号没有验证不能发红包吗",引用消息
9/4/2026 1:05,FBI！OPEN UP,嘉豪同学,文本
9/4/2026 1:06,,"""刘高阳350500196702121515"" 撤回了一条消息",系统消息
9/4/2026 1:06,Yutong,"你在这自说自话真的没病吗
引用：原则+文明+人品: @NH2S 建议找时间拨打非紧急热线",引用消息
9/4/2026 1:07,,你撤回了一条消息,系统消息
9/4/2026 1:08,Yutong,父女团圆的动人场面,文本
9/4/2026 1:08,Yutong,我都感动了,文本
9/4/2026 1:11,Yutong,【图片】,图片
9/4/2026 1:11,Yutong,FYI,文本
9/4/2026 1:11,原则+文明,"【视频号】
描述: 家人们，北美的油价真是一言难尽啊😭！
每次去加油都感觉心在滴血

不过，作为“省钱特种兵”，我早就找到了应对策略，趁着现在有高反活动，快收藏起来！

👇 手把手省钱秘籍：
1️⃣ 🔍Snaplii 📱
2️⃣ 选择常去的加油站（Esso / Petro-Canada/Shell/Chevron/76都能用）
3️⃣ 结账时输入优惠码：REDNEW 再减5刀
一套连招下来，轻轻松松帮你省下 $15！
省下来的钱拿去吃顿好的不香吗？🧋

#加拿大生活 #美国生活
发布者: Snaplii
",视频号
9/4/2026 1:11,原则+文明,"【分享链接】
标题：别急着加油！周五油价降12分！这可能是上半年最后一次捡漏...
描述：别高兴太早，6月油价直接冲上215！
链接: https://mp.weixin.qq.com/s?__biz=MzIzNDEyMjEyOQ==&mid=2650030380&idx=2&sn=2139f7fdf01d179624ea65fcde2bf18d&chksm=f1e4ccaadf1bca56425f12b866ca24b284f8c1d6b6743f7bb07977b3f1422236eb745170d253&mpshare=1&scene=1&srcid=0904xgnXpQjgH3JbZyH5pxsJ&sharer_shareinfo=35067b5c927d4376ffc75c0cab03e432&sharer_shareinfo_first=35067b5c927d4376ffc75c0cab03e432#rd
应用：多伦多妈妈部落
",分享链接
9/4/2026 1:11,原则+文明,"【分享链接】
标题：暑假看电影+期末送礼物！Cineplex买$30礼卡，就送价值$36电影礼包
描述：最近准备看电影的朋友别忘了可以顺手薅一波Cineplex新出的优惠～
链接: https://mp.weixin.qq.com/s?__biz=MzIzNDEyMjEyOQ==&mid=2650030939&idx=4&sn=a68a8a5458a597ecc90045cb0a11d459&chksm=f162cbcfbd6e27a6c8f38408b147a3c010672a066e7b851d009c429700e7270232ad5e8d0130&mpshare=1&scene=1&srcid=0904cYSAsghJhpRSrmgMi6Uj&sharer_shareinfo=ae9aabeef7c3ecb581d88384cfb63db3&sharer_shareinfo_first=ae9aabeef7c3ecb581d88384cfb63db3#rd
应用：多伦多妈妈部落
",分享链接
9/4/2026 1:11,FBI！OPEN UP,这两人认识就认识，帮忙说话就是帮忙说话，还要装着自己高尚。 这嘉豪不会是趁着这机会显摆下自己全能吧。踩着自己人出头好有派头,文本
9/4/2026 1:12,Yutong,支付宝都同一个头像了,文本
9/4/2026 1:12,Yutong,还认识,文本
9/4/2026 1:13,Yutong,左脑不认识右脑？,文本
9/4/2026 1:18,FBI！OPEN UP,哦，他们发图我都略过。看他们口气不像同一种人打字方法。也有可能两人一个手机发也不是不可能,文本
9/4/2026 1:43,x拼多多,这不是滑雪群吗,文本
9/4/2026 1:43,x拼多多,我进错了吗,文本
9/4/2026 1:43,x拼多多,还想租卡呢,文本
9/4/2026 1:43,狄迪卫Rex,下雪了？,文本
9/4/2026 1:44,x拼多多,看这样子以后我晚还一分钟会不会被挂啊,文本
9/4/2026 1:44,x拼多多,有点害怕,文本
9/4/2026 1:44,x拼多多,【表情包】 ,表情包
9/4/2026 1:44,狄迪卫Rex,【表情包】 ,表情包
9/4/2026 1:44,Tear,没下雪咋了,文本
9/4/2026 1:44,x拼多多,不知道啊感觉害怕啊,文本
9/4/2026 1:44,Tear,没下雪这个群要解散了吗,文本
9/4/2026 1:44,Tear,【表情包】 让我看看,表情包
9/4/2026 1:45,狄迪卫Rex,散什么？瓜吃明白了吗。。怎么能散，。。,文本
9/4/2026 1:45,x拼多多,可是这不是滑雪群吗,文本
9/4/2026 1:46,x拼多多,为什么在吃瓜[疑问],文本
9/4/2026 1:46,Tear,所以转钱了吗,文本
9/4/2026 1:46,Tear,到底,文本
9/4/2026 1:46,狄迪卫Rex,没有。。,文本
9/4/2026 1:47,狄迪卫Rex,极限双簧拉扯,文本
9/4/2026 1:47,Tear,"-1
{'msg': {'appmsg': {'@appid': '', '@sdkver': '0', 'title': None, 'type': '8', 'appattach': {'totallen': '1136110', 'emoticonmd5': 'bc751688ff690c4d9c9600e68910743e', 'fileext': 'pic', 'attachid': '0:0:bc751688ff690c4d9c9600e68910743e', 'cdnthumbaeskey': '6b797874756a656f796b696471727a78', 'aeskey': None, 'cdnthumburl': '305f020100044b30490201000204a849f80b02033d14bc0204e7d8892b02046a9a5b67042432363732373730652d623864302d343834302d626561322d646536356234363339343130020401280803020100040d004c56f9000000000000000900dd6eaaa7', 'cdnthumblength': '20334', 'cdnthumbwidth': '300', 'cdnthumbheight': '300', 'cdnthumbmd5': 'cfde2b46a124de30edd913c192c52e92', 'emojiinfo': 'CiBiYzc1MTY4OGZmNjkwYzRkOWM5NjAwZTY4OTEwNzQzZRKeAmh0dHA6Ly93eGFwcC50Yy5xcS5jb20vMjYyLzIwMzA0L3N0b2Rvd25sb2FkP209YmM3NTE2ODhmZjY5MGM0ZDljOTYwMGU2ODkxMDc0M2UmZmlsZWtleT0zMDM1MDIwMTAxMDQyMTMwMWYwMjAyMDEwNjA0MDI1MzVhMDQxMGJjNzUxNjg4ZmY2OTBjNGQ5Yzk2MDBlNjg5MTA3NDNlMDIwMzExNTVlZTA0MGQwMDAwMDAwNDYyNzQ2NjczMDAwMDAwMDEzMiZoeT1TWiZzdG9yZWlkPTI2OTI5MDczZDAwMDk1YTM5ZGE0MjIwOWIwMDAwMDEwNjAwMDA0ZjUwNTM1YTIyYmZhMDExNTZlN2MzZTJhJmJpemlkPTEwMjMqngJodHRwOi8vd3hhcHAudGMucXEuY29tLzI2Mi8yMDMwNC9zdG9kb3dubG9hZD9tPWZhYzhhMGQ2MDBkYTZkNTY1MWUwNzU5ZDUxYzI0NDUxJmZpbGVrZXk9MzAzNTAyMDEwMTA0MjEzMDFmMDIwMjAxMDYwNDAyNTM1YTA0MTBmYWM4YTBkNjAwZGE2ZDU2NTFlMDc1OWQ1MWMyNDQ1MTAyMDMxMTU1ZjAwNDBkMDAwMDAwMDQ2Mjc0NjY3MzAwMDAwMDAxMzImaHk9U1omc3RvcmVpZD0yNjkyOTA3M2QwMDBjYmJiM2RhNDIyMDliMDAwMDAxMDYwMDAwNGY1MDUzNWEyMDg3MzU0MTU2Y2IyYTgxZCZiaXppZD0xMDIzMiA4OTZmOTZjZTM5YTE1ZmIyZDg2MzYzZGZkZmZmNWJiNzoAQp4CaHR0cDovL3d4YXBwLnRjLnFxLmNvbS8yNjIvMjAzMDQvc3RvZG93bmxvYWQ/bT0wOTcwYmNkZjQ1OTRkYzYyNGU2OGM2MTY5NjgyY2RmYSZmaWxla2V5PTMwMzUwMjAxMDEwNDIxMzAxZjAyMDIwMTA2MDQwMjUzNDgwNDEwMDk3MGJjZGY0NTk0ZGM2MjRlNjhjNjE2OTY4MmNkZmEwMjAzMDM0MjcwMDQwZDAwMDAwMDA0NjI3NDY2NzMwMDAwMDAwMTMyJmh5PVNIJnN0b3JlaWQ9MjY5Mjk1YTMwMDAwYTBjYjI0MGU1MzdkNTAwMDAwMTA2MDAwMDRmNTA1MzQ4MTJlMzIxZjE1NmYwYWVlMWUmYml6aWQ9MTAyM0ogMDYwMmRiN2IxNzlkMTlkODAwOGEyMmNiYzgxNTg5MDeCAQA='}, 'percent': '99'}, 'extcommoninfo': {'media_expire_at': '1789710439'}, 'fromusername': 'wxid_4d4ip1cuu2er12', 'scene': '0', 'appinfo': {'version': '1', 'appname': None}, 'commenturl': None}}",未知类型
9/4/2026 1:50,狄迪卫Rex,你看。。一个不在了，另外一个也消失了,文本
9/4/2026 6:34,Yutong,【图片】,图片
9/4/2026 6:35,Yutong,被人举报了。。。。,文本
9/4/2026 6:36,狄迪卫Rex,啊？,文本
9/4/2026 6:37,狄迪卫Rex,我们帮你恢复,文本
9/4/2026 6:37,Yutong,恢复成功了,文本
9/4/2026 6:37,Yutong,一看就知道谁破防了,文本
9/4/2026 6:37,狄迪卫Rex,我们也去举报,文本
9/4/2026 6:38,Yutong,帮我反制一下，感谢[社会社会]，我就不信咱们还搞不过黑恶势力了,文本
9/4/2026 6:52,狄迪卫Rex,【图片】,图片
9/4/2026 6:53,狄迪卫Rex,我投诉了那个女的。。但是好像没显示,文本
9/4/2026 6:53,Yutong,感谢，人多了自然就有用,文本
9/4/2026 6:54,狄迪卫Rex,我再试试。。怎么都成了原则这个小号,文本
9/4/2026 6:56,狄迪卫Rex,【图片】,图片
9/4/2026 6:56,狄迪卫Rex,这个应该行,文本
9/4/2026 7:04,NH2S,？,文本
9/4/2026 7:04,NH2S,我没投诉zyt,文本
9/4/2026 7:04,NH2S,我在小红书激情对线没人回我,文本
9/4/2026 7:04,NH2S,我干嘛投诉他,文本
9/4/2026 7:05,NH2S,是好心人吧,文本
9/4/2026 7:05,NH2S,"你这纯属造谣
引用：Rex-一男一女-Barrhreaven: 【图片】",引用消息
9/4/2026 7:07,NH2S,你怎么张口就来..,文本
9/4/2026 7:08,NH2S,"你看看前面原则哥被怼飞..
引用：Tear: 所以转钱了吗",引用消息
9/4/2026 7:13,NH2S,钱是转了,文本
9/4/2026 7:13,NH2S,原则哥给的 不是我,文本
9/4/2026 7:14,MQ,"【分享链接】
标题：🇨🇦渥太华大瓜 chapter 1
描述：@渥太华徒步群bot 的笔记
73人分享
链接: https://www.xiaohongshu.com/discovery/item/6a9a53ec0000000027016ac4?app_platform=ios&app_version=9.44.1&apptime=1788520452&author_share=1&shareRedId=Nz82N0dJPUo7TD05Tj8wOD1IQktFPDxN&share_from_user_hidden=true&share_id=18bd695ce5b94b15aa1c7fb63230da59&type=normal&xhsshare=WeixinSession&xsec_source=app_share&xsec_token=CBr6wl6dztFLsJ5DxqkVqJ6wmmJf_wX90iv33tAAKSX04=&xstag=1
应用：小红书
",分享链接
9/4/2026 7:14,FBI！OPEN UP,银行是不去的，还钱是拿prepaid visa还的。 咋了不敢去银行，怕被查？,文本
9/4/2026 7:14,MQ,她在评论区底下说她转了,文本
9/4/2026 7:14,MQ,说冒充未成年,文本
9/4/2026 7:14,Denshen,"在评论区搅浑水叫激情对线吗
引用：NH2S: 我在小红书激情对线没人回我",引用消息
9/4/2026 7:15,NH2S,"我从来没说我转了
引用：MQ: 她在评论区底下说她转了",引用消息
